Index,TrainVideoCount,KnowledgeGraphId,Name,WikiUrl,Vertical1,Vertical2,Vertical3,WikiDescription
60,28879,/m/05b0n7k,Outdoor recreation,https://en.wikipedia.org/wiki/Outdoor_recreation,Hobbies & Leisure,,,"Outdoor recreation or outdoor activity refers to leisure pursuits engaged in the outdoors, often in natural or semi-natural settings out of town. Examples include adventure racing, backpacking, cycling, camping, canoeing, canyoning, caving, disc golf, fishing, hiking, horseback riding, hunting, kayaking, mountaineering, photography, adventure park, waterskiing, jetskiing, rock climbing, running, sailing, skiing, surfing, ATV riding, and sports. Outdoor recreation may also refer to a team sport game or practice held in an outdoor setting. When the recreation involves excitement, physical challenge, or risk, such as in rafting or climbing, it is sometimes referred to as adventure recreation. The two primary purposes for outdoor recreation are beneficial use and pleasurable appreciation."
62,28568,/m/0dkw5,Machine,https://en.wikipedia.org/wiki/Machine,Business & Industrial,,,"A machine is a tool containing one or more parts that uses energy to perform an intended action. Machines are usually powered by chemical, thermal, or electrical means, and are often motorized. Historically, a power tool also required moving parts to classify as a machine. However, the advent of electronics has led to the development of power tools without moving parts that are considered machines. A simple machine is a device that simply transforms the direction or magnitude of a force, but a large number of more complex machines exist. Examples include vehicles, electronic systems, molecular machines, computers, television, and radio."
61,28529,/m/02dsz,Disc jockey,https://en.wikipedia.org/wiki/Disc_jockey,Arts & Entertainment,,,"A disc jockey is a person who mixes recorded music as it is playing. Originally, the ""disc"" in ""disc jockey"" referred to gramophone records, but now ""DJ"" is used as an all-encompassing term to describe someone who mixes recorded music from any sources, including cassettes, CDs, or digital audio files on a CDJ or laptop. DJs typically perform for a live or broadcast audience, but DJs also create mixes that are recorded for later sale and distribution. DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. Often, this involves aligning the beats of the music sources so their rhythms do not clash when they are played together. DJ equipment also allows the DJ to preview a source of recorded music in headphones before playing it for the audience. Previewing the music in headphones helps the DJ pick the next track they want to play and cue up the track to the desired starting location so it will mix well with the currently playing music."
63,27764,/m/022dc6,Sports game,https://en.wikipedia.org/wiki/Sports_game,Games,,,"A sports game is a video game that simulates the practice of sports. Most sports have been recreated with a game, including team sports, track and field, extreme sports and combat sports. Some games emphasize actually playing the sport, whilst others emphasize strategy and sport management. Some, such as Need for Speed, Arch Rivals and Punch-Out!!, satirize the sport for comic effect. This genre has been popular throughout the history of video games and is competitive, just like real-world sports. A number of game series feature the names and characteristics of real teams and players, and are updated annually to reflect real-world changes."
64,27098,/m/0plc2,Radio-controlled model,https://en.wikipedia.org/wiki/Radio-controlled_model,Hobbies & Leisure,,,"A radio-controlled model is a model that is steerable with the use of radio control. All types of vehicles imaginable have had RC systems installed in them, including cars, boats, planes, and even helicopters and scale railway locomotives."
65,26534,/m/0ds4x,Hairstyle,https://en.wikipedia.org/wiki/Hairstyle,Beauty & Fitness,,,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of beard hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles. The oldest known depiction of hair braiding dates back about 30,000 years. In ancient civilizations, women's hair was often elaborately and carefully dressed in special ways. In Imperial Rome, women wore their hair in complicated styles. From the time of the Roman Empire until the Middle Ages, most women grew their hair as long as it would naturally grow. During the Roman Empire as well as in the 16th century in the western world, women began to wear their hair in extremely ornate styles. In the later half of the 15th century and on into the 16th century a very high hairline on the forehead was considered attractive. During the 15th and 16th centuries, European men wore their hair cropped no longer than shoulder-length. In the early 17th century male hairstyles grew longer, with waves or curls being considered desirable."
66,26154,/m/032tl,Fashion,https://en.wikipedia.org/wiki/Fashion,Beauty & Fitness,,,"Fashion is a popular style or practice, especially in clothing, footwear, accessories, makeup, body, or furniture. Fashion is a distinctive and often constant trend in the style in which a person dresses. It is the prevailing styles in behaviour and the newest creations of textile designers. Because the more technical term costume is regularly linked to the term ""fashion"", the use of the former has been relegated to special senses like fancy dress or masquerade wear, while ""fashion"" generally means clothing, including the study of it. Although aspects of fashion can be feminine or masculine, some trends are androgynous."
67,25972,/m/0bt9lr,Dog,https://en.wikipedia.org/wiki/Dog,Pets & Animals,,,"The domestic dog is a member of genus Canis that forms part of the wolf-like canids, and is the most widely abundant carnivore. The dog and the extant gray wolf are sister taxa, with modern wolves not closely related to the wolves that were first domesticated. The dog was the first domesticated species and has been selectively bred over millennia for various behaviors, sensory capabilities, and physical attributes. Their long association with humans has led dogs to be uniquely attuned to human behavior and they are able to thrive on a starch-rich diet that would be inadequate for other canid species. Dogs vary widely in shape, size and colours. Dogs perform many roles for people, such as hunting, herding, pulling loads, protection, assisting police and military, companionship and, more recently, aiding handicapped individuals. This influence on human society has given them the sobriquet ""man's best friend""."
68,24982,/m/06zfw,Skateboarding,https://en.wikipedia.org/wiki/Skateboarding,Sports,,,"Skateboarding is an action sport which involves riding and performing tricks using a skateboard. Skateboarding can also be considered a recreational activity, an art form, a job, or a method of transportation. Skateboarding has been shaped and influenced by many skateboarders throughout the years. A 2009 report found that the skateboarding market is worth an estimated $4.8 billion in annual revenue with 11.08 million active skateboarders in the world. In 2016, it was announced that skateboarding will be represented at the 2020 Olympic Games in Tokyo, Japan. Since the 1970s, skateparks have been constructed specifically for use by skateboarders, Freestyle BMXers, aggressive skaters, and very recently, scooters."
69,24498,/m/07yr3,Fighting game,https://en.wikipedia.org/wiki/Fighting_game,Games,,,"A fighting game is a video game genre in which the player controls an on-screen character and engages in close combat with an opponent, which can be either an AI or controlled by another player. The fight matches typically consist of several rounds and take place in an arena, while each character has widely differing abilities but each is relatively viable to choose. Players must master techniques such as blocking, counter-attacking, and chaining attacks together into ""combos"". Since the early 1990s, most fighting games allow the player to execute special attacks by performing specific input combinations. The fighting game genre is related to but distinct from beat 'em ups, which involve large numbers of enemies against the human player. The first video game to feature fist fighting was arcade game Heavyweight Champ in 1976, but it was Karate Champ which popularized one-on-one martial arts games in arcades in 1984. In 1985, Yie Ar Kung-Fu featured antagonists with differing fighting styles, while The Way of the Exploding Fist further popularized the genre on home systems. In 1987, Street Fighter introduced hidden special attacks."
70,24084,/m/06nb_j,Basketball moves,https://en.wikipedia.org/wiki/Basketball_moves,Sports,,,Basketball moves are generally individual actions used by players in basketball to pass by defenders to gain access to the basket or to get a clean pass to a teammate to score a two pointer or three pointer.
73,24033,/m/027lnzs,IPhone,https://en.wikipedia.org/wiki/IPhone,Computers & Electronics,Internet & Telecom,,"iPhone is a line of smartphones designed and marketed by Apple Inc. They run Apple's iOS mobile operating system. The first generation iPhone was released on June 29, 2007; the most recent iPhone model is the iPhone 7, which was unveiled at a special event on September 7, 2016. The user interface is built around the device's multi-touch screen, including a virtual keyboard. The iPhone has Wi-Fi and can connect to cellular networks. An iPhone can shoot video, take photos, play music, send and receive email, browse the web, send and receive text messages, follow GPS navigation, record notes, perform mathematical calculations, and receive visual voicemail. Other functions can be enabled by downloading mobile apps. As of June 2016, Apple's App Store contained more than 2 million applications available for the iPhone. Apple has released ten generations of iPhone models, each accompanied by one of the ten major releases of the iOS operating system. The original 1st-generation iPhone was a GSM phone and established design precedents, such as a button placement that has persisted throughout all releases and a screen size maintained for the next four iterations."
71,23974,/m/081hv,Wedding,https://en.wikipedia.org/wiki/Wedding,Hobbies & Leisure,,,"A wedding is a ceremony where two people are united in marriage. Wedding traditions and customs vary greatly between cultures, ethnic groups, religions, countries, and social classes. Most wedding ceremonies involve an exchange of marriage vows by the couple, presentation of a gift, and a public proclamation of marriage by an authority figure. Special wedding garments are often worn, and the ceremony is sometimes followed by a wedding reception. Music, poetry, prayers or readings from religious texts or literature are also commonly incorporated into the ceremony."
72,23873,/m/06_fw,Skateboard,https://en.wikipedia.org/wiki/Skateboard,Sports,,,"A skateboard is a type of sports equipment used primarily for the activity of skateboarding. It usually consists of a specially designed maplewood board combined with a polyurethane coating used for making smoother slides and stronger durability. Most skateboards are made with 7 plies of this wood. A skateboard is moved by pushing with one foot while the other remains on the board, or by pumping one's legs in structures such as a bowl or half pipe. A skateboard can also be used by simply standing on the deck while on a downward slope and allowing gravity to propel the board and rider. If the rider pushes with their front foot, he/she is said to ride ""goofy;"" if the rider pushes with their back foot, he/she is said to ride ""regular."" If the rider is normally regular but chooses to ride goofy, he/she is said to be riding in ""switch,"" and vice versa. A skater is typically more comfortable pushing with their back foot; choosing to push with the front foot is commonly referred to as riding ""mongo"", and has negative connotations of style and effectiveness in the skateboarding community. Recently, electric skateboards have also appeared."
74,23842,/m/0643t,Personal computer,https://en.wikipedia.org/wiki/Personal_computer,Computers & Electronics,,,"A personal computer is a multi-purpose electronic computer whose size, capabilities, and price make it feasible for individual use. PCs are intended to be operated directly by a person using a graphical user interface such as Windows. The versatility of a personal computer is greatly enhanced by the use of peripheral devices such as a keyboard, monitor, printer, mouse, speakers, and an external hard drive. ""Computers were invented to 'compute': to solve complex mathematical problems,"" but today, due to media dependency and the everyday use of computers, it is seen that ""'computing' is the least important thing computers do."" The computer time-sharing models that were typically used with larger, more expensive minicomputer and mainframe systems, to enable them be used by many people at the same time, are not used with PCs. A range of software applications are available for personal computers including, but are not limited to, word processing, spreadsheets, databases, web browsers, email, digital media playback, video games, and many personal productivity and special-purpose software applications."
75,23553,/m/07r04,Truck,https://en.wikipedia.org/wiki/Truck,Autos & Vehicles,,,"A truck is a motor vehicle designed to transport cargo. Trucks vary greatly in size, power, and configuration; smaller varieties may be mechanically similar to some automobiles. Commercial trucks can be very large and powerful, and may be configured to mount specialized equipment, such as in the case of fire trucks and concrete mixers and suction excavators. Modern trucks are largely powered by diesel engines, although small to medium size trucks with gasoline engines exist in the US. In the European Union, vehicles with a gross combination mass of up to 7,700 lb are known as light commercial vehicles, and those over as large goods vehicles."
76,23265,/m/019jd,Boat,https://en.wikipedia.org/wiki/Boat,Autos & Vehicles,,,"A boat is a watercraft of a large range of sizes designed to float, plane, work or travel on water. Small boats are typically found on inland waterways or in protected coastal areas. However, boats such as the whaleboat were designed for operation from a ship in an offshore environment. In naval terms, a boat is a vessel small enough to be carried aboard another vessel. Another less restrictive definition is a vessel that can be lifted out of the water. Some definitions do not make a distinction in size, as bulk freighters 1,000 feet long on the Great Lakes are called oreboats. For reasons of naval tradition, submarines are usually referred to as 'boats' rather than 'ships', regardless of their size and shape. Ships are generally distinguished from boats based on their larger size, shape and cargo or passenger capacity. Boats have a wide variety of shapes, sizes and construction methods due to their intended purpose, available materials or local traditions. Canoe-type boats have been used since prehistoric times and various versions are used throughout the world for transportation, fishing or sport. Fishing boats vary widely in style partly to match local conditions."
77,22237,/m/01g50p,Railroad car,https://en.wikipedia.org/wiki/Railroad_car,Business & Industrial,Travel,,"A railroad car or railcar, railway wagon or railway carriage, also called a train car or train wagon, is a vehicle used for the carrying of cargo or passengers on a rail transport system. Such cars, when coupled together and hauled by one or more locomotives, form a train. Alternatively, some passenger cars are self-propelled in which case they may be either single railcars or make up multiple units. The term ""car"" is commonly used by itself in American English when a rail context is implicit. Indian English sometimes uses ""bogie"" in the same manner, though the term has other meanings in other variants of English. Although some cars exist for the railroad's own use ??for track maintenance purposes, for example ??most carry a revenue-earning load of passengers or freight, and may be classified accordingly as passenger cars or coaches on the one hand or freight cars on the other."
78,21438,/m/06rvn,Snare drum,https://en.wikipedia.org/wiki/Snare_drum,Arts & Entertainment,,,"The snare drum or side drum is a percussion instrument that produces a sharp staccato sound when the head is struck with a drum stick. Snare drums are often used in orchestras, concert bands, marching bands, parades, drumlines, drum corps, and more. It is one of the central pieces in a drum set, a collection of percussion instruments designed to be played by a seated drummer, which is used in many genres of music. Snare drums are usually played with drum sticks, but the use of other beaters such as the brush or the rute can be used to achieve a very different sound. The snare drum is a versatile and expressive percussion instrument due its sensitivity and responsiveness to playing technique. The sensitivity of the snare drum allows it to respond audibly to the softest strokes, facilitates playing of complex rhythmic patterns and engaging solos at moderate amplitudes, and its high dynamic range allows the player to produce powerful accents with vigorous strokes and a thundering crack with so-called rimshot strokes. The snare drum originates from the tabor, a drum first used to accompany the flute."
79,20847,/m/0jm_,American football,https://en.wikipedia.org/wiki/American_football,Sports,,,"American football, referred to as football in the United States and Canada, and also known as gridiron, is a sport played by two teams of eleven players on a rectangular field with goalposts at each end. The offense, the team with control of the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the team without control of the ball, the defense, aims to stop their advance and take control of the ball for themselves. The offense must advance at least ten yards in four downs, or plays, or else they turn over the football to the opposing team; if they succeed, they are given a new set of four downs. Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal. The team with the most points at the end of a game wins. American football evolved in the United States, originating from the sports of association football and rugby football. The first game of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time."
80,20580,/m/02csf,Drawing,https://en.wikipedia.org/wiki/Drawing,Arts & Entertainment,,,"Drawing is a form of visual art in which a person uses various drawing instruments to mark paper or another two-dimensional medium. Instruments include graphite pencils, pen and ink, inked brushes, wax color pencils, crayons, charcoal, chalk, pastels, various kinds of erasers, markers, styluses, various metals and electronic drawing. A drawing instrument releases small amount of material onto a surface, leaving a visible mark. The most common support for drawing is paper, although other materials, such as cardboard, plastic, leather, canvas, and board, may be used. Temporary drawings may be made on a blackboard or whiteboard or indeed almost anything. The medium has been a popular and fundamental means of public expression throughout human history. It is one of the simplest and most efficient means of communicating visual ideas. The wide availability of drawing instruments makes drawing one of the most common artistic activities. In addition to its more artistic forms, drawing is frequently used in commercial illustration, animation, architecture, engineering and technical drawing. A quick, freehand drawing, usually not intended as a finished work, is sometimes called a sketch."
81,20186,/m/05xwg,Pok√©mon,https://en.wikipedia.org/wiki/Pok%C3%A9mon,Arts & Entertainment,Games,,"Pok√©mon is a media franchise managed by The Pok√©mon Company, a Japanese consortium between Nintendo, Game Freak, and Creatures. The franchise copyright is shared by all three companies, but Nintendo is the sole owner of the trademark. The franchise was created by Satoshi Tajiri in 1995, and is centered on fictional creatures called ""Pok√©mon"", which humans, known as Pok√©mon Trainers, catch and train to battle each other for sport. The franchise began as a pair of video games for the original Game Boy that were developed by Game Freak and published by Nintendo. It now spans video games, trading card games, animated television shows and movies, comic books, and toys. Pok√©mon is the second best-selling video game franchise, behind only Nintendo's Mario franchise and one of the Highest-Grossing Media franchises of all time. Cumulative sales of the video games have reached more than 280 million copies. In November 2005, 4Kids Entertainment, which had managed the non-game related licensing of Pok√©mon, announced that it had agreed not to renew the Pok√©mon representation agreement."
82,20006,/m/09qf5,Winter sport,https://en.wikipedia.org/wiki/Winter_sport,Sports,,,"A winter sport or winter activity is a recreational activity or sport which is played during cold weather months. Most such sports are variations of skiing, ice skating and sledding. Traditionally such sports were only played in cold areas during winter, but artificial snow and artificial ice allow more flexibility. Artificial ice can be used to provide ice rinks for ice skating, ice hockey and bandy in a milder climate. Common individual sports include cross-country skiing, Alpine skiing, snowboarding, ski jumping, speed skating, figure skating, luge, skeleton, bobsleigh and snowmobiling. Common team sports include ice hockey, curling and bandy. Based on the number of participants, ice hockey is the world's most popular winter sport, followed by bandy. Winter sports often have their own multi-sport tournaments, such as the Winter Olympic Games."
83,19343,/m/013xlm,Tractor,https://en.wikipedia.org/wiki/Tractor,Business & Industrial,,,"A tractor is an engineering vehicle specifically designed to deliver a high tractive effort at slow speeds, for the purposes of hauling a trailer or machinery used in agriculture or construction. Most commonly, the term is used to describe a farm vehicle that provides the power and traction to mechanize agricultural tasks, especially tillage, but nowadays a great variety of tasks. Agricultural implements may be towed behind or mounted on the tractor, and the tractor may also provide a source of power if the implement is mechanised. The word tractor was taken from Latin, being the agent noun of trahere ""to pull"". The first recorded use of the word meaning ""an engine or vehicle for pulling wagons or ploughs"" occurred in 1901, displacing the earlier term ""traction engine""."
85,18921,/m/0hgnzjh,Grand Theft Auto V,https://en.wikipedia.org/wiki/Grand_Theft_Auto_V,Games,,,"Grand Theft Auto V is an open world action-adventure video game developed by Rockstar North and published by Rockstar Games. The game was released on 17 September 2013 for the PlayStation 3 and Xbox 360, on 18 November 2014 for the PlayStation 4 and Xbox One, and on 14 April 2015 for Microsoft Windows. It is the first main entry in the Grand Theft Auto series since 2008's Grand Theft Auto IV. Set within the fictional state of San Andreas, based on Southern California, the single-player story follows three criminals and their efforts to commit heists while under pressure from a government agency. The open world design lets players freely roam San Andreas's open countryside and the fictional city of Los Santos, based on Los Angeles. The game is played from either a first-person or third-person view and its world is navigated on foot or by vehicle. Players control the three lead protagonists throughout single-player and switch between them both during and outside of missions. The story is centred on the heist sequences, and many missions involve shooting and driving gameplay. A ""wanted"" system governs the aggression of law enforcement response to players who commit crimes."
84,18907,/m/01hryy,Naruto,https://en.wikipedia.org/wiki/Naruto,Arts & Entertainment,,,"Naruto is a Japanese manga series written and illustrated by Masashi Kishimoto. It tells the story of Naruto Uzumaki, an adolescent ninja who constantly searches for recognition and dreams to become the Hokage, the ninja in his village who is acknowledged as the leader and the strongest of all. The series is based on a one-shot manga by Kishimoto that was published in the August 1997 issue of Akamaru Jump. Naruto was serialized in Weekly Sh?nen Jump magazine from the 43rd issue of 1999 to the 50th issue of 2014, with the chapters collected into seventy-two tank?bon volumes by Shueisha. The manga was later adapted into a television anime, which was produced by Studio Pierrot and Aniplex. It premiered across Japan on the terrestrial TV Tokyo and other TX Network stations on October 3, 2002. The first series lasted 220 episodes, while Naruto: Shippuden, a sequel to the original series, has been airing since February 15, 2007. In addition to the anime series, Studio Pierrot has developed eleven movies and several original video animations. Other types of merchandise include light novels, video games, and trading cards developed by several companies."
86,18684,/m/01qbl,Cymbal,https://en.wikipedia.org/wiki/Cymbal,Arts & Entertainment,,,"A cymbal is a common percussion instrument. Often used in pairs, cymbals consist of thin, normally round plates of various alloys. The majority of cymbals are of indefinite pitch, although small disc-shaped cymbals based on ancient designs sound a definite note. Cymbals are used in many ensembles ranging from the orchestra, percussion ensembles, jazz bands, heavy metal bands, and marching groups. Drum kits usually incorporate at least a crash, ride or crash/ride, and a pair of hi-hat cymbals. A player of cymbals is known as a cymbalist."
87,18636,/m/03k3r,Horse,https://en.wikipedia.org/wiki/Horse,Pets & Animals,,,"The horse is one of two extant subspecies of Equus ferus. It is an odd-toed ungulate mammal belonging to the taxonomic family Equidae. The horse has evolved over the past 45 to 55 million years from a small multi-toed creature, Eohippus, into the large, single-toed animal of today. Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC. Horses in the subspecies caballus are domesticated, although some domesticated populations live in the wild as feral horses. These feral populations are not true wild horses, as this term is used to describe horses that have never been domesticated, such as the endangered Przewalski's horse, a separate subspecies, and the only remaining true wild horse. There is an extensive, specialized vocabulary used to describe equine-related concepts, covering everything from anatomy to life stages, size, colors, markings, breeds, locomotion, and behavior. Horses' anatomy enables them to make use of speed to escape predators and they have a well-developed sense of balance and a strong fight-or-flight response."
90,17935,/m/02mk9,Engine,https://en.wikipedia.org/wiki/Engine,Autos & Vehicles,,,"An engine or motor is a machine designed to convert one form of energy into mechanical energy. Heat engines burn a fuel to create heat, which then creates a force. Electric motors convert electrical energy into mechanical motion; pneumatic motors use compressed air and clockwork motors in wind-up toys use elastic energy. In biological systems, molecular motors, like myosins in muscles, use chemical energy to create forces and eventually motion."
88,17902,/m/03jm5,House,https://en.wikipedia.org/wiki/House,Home & Garden,Real Estate,,"A house is a building that functions as a home, ranging from simple dwellings such as rudimentary huts of nomadic tribes and the improvised shacks in shantytowns to complex, fixed structures of wood, brick, concrete or other materials containing plumbing, ventilation and electrical systems. Houses use a range of different roofing systems to keep precipitation such as rain from getting into the dwelling space. Houses may have doors or locks to secure the dwelling space and protect its inhabitants and contents from burglars or other trespassers. Most conventional modern houses in Western cultures will contain one or more bedrooms and bathrooms, a kitchen or cooking area, and a living room. A house may have a separate dining room, or the eating area may be integrated into another room. Some large houses in North America have a recreation room. In traditional agriculture-oriented societies, domestic animals such as chickens or larger livestock may share part of the house with humans. The social unit that lives in a house is known as a household."
89,17786,/m/0hr5k,Festival,https://en.wikipedia.org/wiki/Festival,Arts & Entertainment,,,"A festival is an event ordinarily celebrated by a community and centering on some characteristic aspect of that community and its religion or traditions, often marked as a local or national holiday, mela, or eid. Next to religion and folklore, a significant origin is agricultural. Food is such a vital resource that many festivals are associated with harvest time. Religious commemoration and thanksgiving for good harvests are blended in events that take place in autumn, such as Halloween in the northern hemisphere and Easter in the southern. Festivals often serve to fulfill specific communal purposes, especially in regard to commemoration or thanksgiving. The celebrations offer a sense of belonging for religious, social, or geographical groups, contributing to group cohesiveness. They may also provide entertainment, which was particularly important to local communities before the advent of mass-produced entertainment. Festivals that focus on cultural or ethnic topics also seek to inform community members of their traditions; the involvement of elders sharing stories and experience provides a means for unity among families."
91,17596,/m/04c20y,Highlight film,https://en.wikipedia.org/wiki/Highlight_film,Arts & Entertainment,,,"Highlight film is a video synopsis of an athletic team's entire season, especially one produced about such a team in the United States. The practice of teams producing highlight films appears to have emerged gradually during the 1970s; a particularly notable offering of this genre was that of the 1979 Dallas Cowboys; its title, America's Team, ended up being popularly applied to the club itself. Today virtually all American sports teams produce annual highlight films, regardless of the outcome of the club's season; originally turned out as video cassettes, they are more commonly now done in DVD format."
92,17391,/m/01cgz,Boxing,https://en.wikipedia.org/wiki/Boxing,Sports,,,"Boxing is a combat sport in which two people wearing protective gloves throw punches at each other for a predetermined set of time in a boxing ring. Amateur boxing is both an Olympic and Commonwealth Games sport and is a common fixture in most international games?îit also has its own World Championships. Boxing is supervised by a referee over a series of one- to three-minute intervals called rounds. The result is decided when an opponent is deemed incapable to continue by a referee, is disqualified for breaking a rule, resigns by throwing in a towel, or is pronounced the winner or loser based on the judges' scorecards at the end of the contest. In the event that both fighters gain equal scores from the judges, the fight is considered a draw. In Olympic boxing, due to the fact that a winner must be declared, in the case of a draw - the judges use technical criteria to choose the most deserving winner of the bout. While people have fought in hand-to-hand combat since before the dawn of history, the origin of boxing as an organized sport may be its acceptance by the ancient Greeks as an Olympic game in BC 688."
93,15619,/m/021dvx,World of Warcraft,https://en.wikipedia.org/wiki/World_of_Warcraft,Games,,,"World of Warcraft is a massively multiplayer online role-playing game released in 2004 by Blizzard Entertainment. It is the fourth released game set in the fantasy Warcraft universe, which was first introduced by Warcraft: Orcs & Humans in 1994. World of Warcraft takes place within the Warcraft world of Azeroth, approximately four years after the events at the conclusion of Blizzard's previous Warcraft release, Warcraft III: The Frozen Throne. Blizzard Entertainment announced World of Warcraft on September 2, 2001. The game was released on November 23, 2004, on the 10th anniversary of the Warcraft franchise. The first expansion set of the game, The Burning Crusade, was released on January 16, 2007. The second expansion set, Wrath of the Lich King, was released on November 13, 2008. The third expansion set, Cataclysm, was released on December 7, 2010. The fourth expansion set, Mists of Pandaria, was released on September 25, 2012. The fifth expansion set, Warlords of Draenor, was released on November 13, 2014. The sixth expansion set, Legion, was released on August 30, 2016."
94,15509,/m/0j24v_k,Call of Duty: Black Ops II,https://en.wikipedia.org/wiki/Call_of_Duty:_Black_Ops_II,Games,,,"Call of Duty: Black Ops II is a first-person shooter video game, developed by Treyarch and published by Activision. It was released on November 13, 2012 for Microsoft Windows, PlayStation 3, and Xbox 360 and on November 18, 2012 in North America, November 30, 2012 in Europe and Australia for the Wii U. Black Ops II is the ninth game in the Call of Duty franchise of video games, a sequel to the 2010 game Call of Duty: Black Ops and the first Call of Duty game for the Wii U. The game was launched at 16,000 stores worldwide at midnight on November 13, 2012. Black Ops II is the first game in the Call of Duty franchise to feature future warfare technology and the first to present branching storylines driven by player choice as well as selecting weapons before starting story mode missions. It also offers a 3D display option. A corresponding game, Call of Duty: Black Ops: Declassified, was released simultaneously on the PlayStation Vita. Within 24 hours of going on sale, the game grossed over $500 million. It had remained the largest entertainment launch of all time until September 2013, when Take-Two announced that Grand Theft Auto V had grossed $800 million in its first day of release."
95,15401,/m/02988_,Four-wheel drive,https://en.wikipedia.org/wiki/Four-wheel_drive,Autos & Vehicles,,,"Four-wheel drive, 4?4, and 4WD, is a form of drivetrain capable of providing power to all wheel ends of a two-axled vehicle simultaneously. It may be full-time, or on-demand, and is typically linked via a transfer case which provides an additional output drive-shaft, along with additional gear ranges. A four-wheeled vehicle with power supplied to both axles may sometimes be described as ""all-wheel drive"". However, ""four-wheel drive"" typically refers to a set of specific components and functions, and/or intended offroad application, which generally complies with modern use of the terminology."
96,15222,/m/015p6,Bird,https://en.wikipedia.org/wiki/Bird,Pets & Animals,Science,,"Birds, also known as avian dinosaurs, are a group of endothermic vertebrates, characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a lightweight but strong skeleton. Birds live worldwide and range in size from the 5 cm bee hummingbird to the 2.75 m ostrich. They rank as the class of tetrapods with the most living species, at approximately ten thousand, with more than half of these being passerines, sometimes known as perching birds or, less accurately, as songbirds. The fossil record indicates that birds are the last surviving group of dinosaurs, having evolved from feathered ancestors within the theropod group of saurischian dinosaurs. True birds first appeared during the Cretaceous period, around 100 million years ago. DNA-based evidence finds that birds diversified dramatically around the time of the Cretaceous?ìPalaeogene extinction event that killed off all other dinosaurs. Birds, especially those in the southern continents, survived this event and then migrated to other parts of the world while diversifying during periods of global cooling."
97,15059,/m/07y_7,Violin,https://en.wikipedia.org/wiki/Violin,Arts & Entertainment,,,"The violin is a wooden string instrument in the violin family. It is the smallest and highest-pitched instrument in the family in regular use. Smaller violin-type instruments are known, including the violino piccolo and the kit violin, but these are virtually unused in the 2010s. The violin typically has four strings tuned in perfect fifths, and is most commonly played by drawing a bow across its strings, though it can also be played by plucking the strings with the fingers. Violins are important instruments in a wide variety of musical genres. They are most prominent in the Western classical tradition and in many varieties of folk music. They are also frequently used in genres of folk including country music and bluegrass music and in jazz. Electric violins are used in some forms of rock music; further, the violin has come to be played in many non-Western music cultures, including Indian music and Iranian music. The violin is sometimes informally called a fiddle, particularly in Irish traditional music and bluegrass, but this nickname is also used regardless of the type of music played on it."
100,15019,/m/0c4f_,Weight training,https://en.wikipedia.org/wiki/Weight_training,Beauty & Fitness,,,"Weight training is a common type of strength training for developing the strength and size of skeletal muscles. It utilizes the force of gravity in the form of weighted bars, dumbbells or weight stacks in order to oppose the force generated by muscle through concentric or eccentric contraction. Weight training uses a variety of specialized equipment to target specific muscle groups and types of movement. Sports where strength training is central are bodybuilding, weightlifting, powerlifting, and strongman, highland games, shot put, discus throw, and javelin throw. Many other sports use strength training as part of their training regimen, notably; mixed martial arts, American football, wrestling, rugby football, track and field, rowing, lacrosse, basketball, baseball, and hockey. Strength training for other sports and physical activities is becoming increasingly popular."
98,14962,/m/09qjj,Skateboarding trick,https://en.wikipedia.org/wiki/Skateboarding_trick,Sports,,,"A skateboarding trick, or simply a trick, is a maneuver performed on a skateboard while skateboarding. Skateboarding tricks may vary greatly in difficulty."
101,14920,/m/03qc82_,Recreational fishing,https://en.wikipedia.org/wiki/Recreational_fishing,Hobbies & Leisure,,,"Recreational fishing, also called sport fishing, is fishing for pleasure or competition. It can be contrasted with commercial fishing, which is fishing for profit, or subsistence fishing, which is fishing for survival. The most common form of recreational fishing is done with a rod, reel, line, hooks and any one of a wide range of baits. Other devices, commonly referred to as terminal tackle, are also used to affect or complement the presentation of the bait to the targeted fish. Some examples of terminal tackle include weights, floats, and swivels. Lures are frequently used in place of bait. Some hobbyists make handmade tackle themselves, including plastic lures and artificial flies. The practice of catching or attempting to catch fish with a hook is known as angling. Big-game fishing is conducted from boats to catch large open-water species such as tuna, sharks and marlin. Noodling and trout tickling are also recreational activities."
